ID_LUID,x,y,YEAR,share.CrpLnd,share.GrsLnd,share.NatLnd,share.MngFor,share.PriFor,share.OagLnd,share.WetLnd,share.NotRel,share.RstLnd,Area.1000ha
54,-61,81,2020,0,0,0.837636592,0,0,0,0,0.162363408,0,413.64
54,-61,81,2030,0,0,0.837636592,0,0,0,0,0.162363408,0,413.64
54,-61,81,2040,0,0,0.837636592,0,0,0,0,0.162363408,0,413.64
54,-61,81,2050,0,0,0.837636592,0,0,0,0,0.162363408,0,413.64
55,-59,81,2000,0,0,0.686211711,0,0,0,0,0.313788289,0,243.54
55,-59,81,2010,0,0,0.686211711,0,0,0,0,0.313788289,0,243.54
55,-59,81,2020,0,0,0.686211711,0,0,0,0,0.313788289,0,243.54
55,-59,81,2030,0,0,0.686211711,0,0,0,0,0.313788289,0,243.54
55,-59,81,2040,0,0,0.686211711,0,0,0,0,0.313788289,0,243.54
55,-59,81,2050,0,0,0.686211711,0,0,0,0,0.313788289,0,243.54
56,-57,81,2000,0,0,0.899100689,0,0,0,0,0.100899311,0,237.96
56,-57,81,2010,0,0,0.899100689,0,0,0,0,0.100899311,0,237.96
56,-57,81,2020,0,0,0.899100689,0,0,0,0,0.100899311,0,237.96
56,-57,81,2030,0,0,0.899100689,0,0,0,0,0.100899311,0,237.96
56,-57,81,2040,0,0,0.899100689,0,0,0,0,0.100899311,0,237.96
56,-57,81,2050,0,0,0.899100689,0,0,0,0,0.100899311,0,237.96
57,-55,81,2000,0,0,0.789301773,0,0,0,0,0.210698227,0,235.74
57,-55,81,2010,0,0,0.789301773,0,0,0,0,0.210698227,0,235.74
57,-55,81,2020,0,0,0.789301773,0,0,0,0,0.210698227,0,235.74
57,-55,81,2030,0,0,0.789301773,0,0,0,0,0.210698227,0,235.74
57,-55,81,2040,0,0,0.789301773,0,0,0,0,0.210698227,0,235.74
57,-55,81,2050,0,0,0.789301773,0,0,0,0,0.210698227,0,235.74
58,-53,81,2000,0,0,0.779870168,0,0,0,0,0.220129832,0,170.99
58,-53,81,2010,0,0,0.779870168,0,0,0,0,0.220129832,0,170.99
58,-53,81,2020,0,0,0.779870168,0,0,0,0,0.220129832,0,170.99
58,-53,81,2030,0,0,0.779870168,0,0,0,0,0.220129832,0,170.99
58,-53,81,2040,0,0,0.779870168,0,0,0,0,0.220129832,0,170.99
58,-53,81,2050,0,0,0.779870168,0,0,0,0,0.220129832,0,170.99
59,-51,81,2000,0,0,0.499211843,0,0,0,0,0.500788157,0,145.91
59,-51,81,2010,0,0,0.499211843,0,0,0,0,0.500788157,0,145.91
59,-51,81,2020,0,0,0.499211843,0,0,0,0,0.500788157,0,145.91
